,text,date,sentiment,score
1752,SHIB  !!!!   my money grows faster than my weed,2021-05-10,pos,0.6308035254478455
1753,Shib mooning and I'm unable to sign in and buy. Can't believe it,2021-05-10,neg,0.9937382936477661
1754,WHY I CANT BUY  SHIBA ON THE APP THE  CLOSE THE BUY AFTER PIN,2021-05-10,neg,0.9197804927825928
1755,"I tried to buy shiba and i got time out but you booked money from my credit card und my account still empty.
How can i solve this problem?",2021-05-10,neg,0.9642680883407593
1756,"shiba inu started growing. 
let's pump shiba",2021-05-10,neg,0.9269053339958191
1757,Bought 3 bags of shib today and they have all arrived. Thanks CDC!. Get your bags today folks and lets have some fun,2021-05-10,pos,0.9871887564659119
1758,Not able to buy shiba coin from trust wallet,2021-05-10,neg,0.9793157577514648
1759,"Cro app crashing makes me wnna leave, not reliable exchange. My Shibu is going up and I wnna sell. But I can't as app not working",2021-05-10,neg,0.9974834322929382
1760,Still can't believe that I can't log in and missing opportunity of buying shib,2021-05-10,neg,0.9735967516899109
1761,all people talking about shiba lol,2021-05-10,pos,0.5473135709762573
1762,I'm going to wait when Shiba went down. Just hyip,2021-05-10,neg,0.8462402820587158
1763,Shiba crashing the app again?,2021-05-10,neg,0.9840514063835144
1764,"Hi, 1st Shibainu purchase coin already in my wallet but my 2nd purchase no history transaction or  confirmation email. Should I email to support the lost transaction or just wait doing nothing?",2021-05-10,neg,0.997076153755188
1765,Hello I bought shib since Saturday and up till now it doesn't appear in my wallet but the money has been taken from my account. Please help its been 48 hours already,2021-05-10,neg,0.9788303971290588
1766,"Hey! I made 3 transactions on Saturday, 8th May, buying SHIB. Everytime I entered the confirmation code, i receveid a message saying that there was an error.

I didn't receive on my wallet the shib coins that I bought, but today I saw that the money was withdrawn from my bank account.

This is absurd! You took my money and I didn't recevei the coins.",2021-05-10,neg,0.9987694621086121
1767,Shibe going parabolic,2021-05-10,pos,0.7552191019058228
1768,Where's my shiba I brought it today and not arrived !!!,2021-05-10,neg,0.9209358096122742
1769,"Here is my gut feeling for SHIB transactions made on Saturday 
1. The app was in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken (cards, bank accounts) but not used
4. Expect to receive a refund of your bank or card withdrawal
5. Profits ? Well all lost for us !",2021-05-10,neg,0.9998868703842163
1770,"Here is my gut feeling for SHIB transactions made on Saturday 
1. The app was in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken (cards, bank accounts) but not used
4. Expect to receive a refund of your bank or card withdrawal
5. Profits ? All are lost for us !",2021-05-10,neg,0.9999094009399414
1771,List Shib ,2021-05-10,pos,0.9023828506469727
1772,I want my shib!,2021-05-10,pos,0.945486843585968
1773,Just made 4000$ from Shib ,2021-05-10,neg,0.7828983664512634
1774,I just bought some shiba in the exchange all ok,2021-05-10,neg,0.5913968086242676
1775,I want my SHIB WHERES MY SHIB!!!!,2021-05-10,pos,0.8942855000495911
1776,I finally managed to buy a ****coin before moon. 82 million shib lol,2021-05-10,neg,0.8556695580482483
1777,Only was able to sell Shiba to Croc  and the change resulted in 100 eur loss. Now the croc coin (crooks) is going down fast,2021-05-10,neg,0.9200631976127625
1778,Where's my shiba,2021-05-10,pos,0.7418225407600403
1779,shiba inuuuuuu,2021-05-10,pos,0.7071731686592102
1780,Where's my shiba,2021-05-10,pos,0.7418225407600403
1781,Where my shiba u scammers me,2021-05-10,neg,0.987888514995575
1782,Ur money is not lost shiba and doge crashing all exchanges,2021-05-10,neg,0.9002419710159302
1783,All exchanges r crashing to much buying pressure on shiba and doge,2021-05-10,neg,0.9817401170730591
1784,SHIBA to the Moon,2021-05-10,neg,0.588377058506012
1785,I just brought shibu amd I can't see this in my cdc app,2021-05-10,neg,0.9401609897613525
1786, is crashing. Too many people trying to not get into fomo for shiba lll,2021-05-10,neg,0.9995444416999817
1787,Damn if this app was working I would of make a lot of money on shib right now. Omfg,2021-05-10,neg,0.8802398443222046
1788,I started with SHIBA,2021-05-10,pos,0.6636863350868225
1789,Seems the app has been playing up ever since you listed Shiba. Get it off! ,2021-05-10,neg,0.9236618280410767
1790,Shiba is a scam! Get it off the app!!,2021-05-10,neg,0.9898119568824768
1791,I didnt saw shiba there,2021-05-10,neg,0.9896528124809265
1792,Can't but Shiba? Grrr,2021-05-10,neg,0.8068655729293823
1793,everyone wants to become rich thanks to SHIBA =D,2021-05-10,pos,0.7129772305488586
1794,I finally managed to buy SHIB,2021-05-10,neg,0.7916985154151917
1795,SHIBA,2021-05-10,pos,0.7909656167030334
1796,Anyway Admin please put out a notice on twitter when the app works again.. I just wanted to buy more  or maybe you finished the ones you have in stock.. then go buy SHIB and add more to the warehouse ,2021-05-10,neg,0.6523014903068542
1797,Its gone bro. Thanks for the $5 in shib you own,2021-05-10,pos,0.9156156778335571
1798,Careful with shib many bag holders tryna dump,2021-05-10,neg,0.9082019329071045
1799," please fix the issue, i still have not received my dogecoins yet, is there any ETA?",2021-05-10,neg,0.8799580335617065
1800,Other than shib what coin is good for investment ??,2021-05-10,neg,0.8630874752998352
1801," please fix the issue, i still have not received my dogecoins yet, is there any ETA?",2021-05-10,neg,0.8799580335617065
1802,Hey guys so should I buy doge now ?,2021-05-10,pos,0.7392509579658508
1803,Shib . Should I buy now or wait?,2021-05-10,pos,0.9407433271408081
1804,Y'all that are talking nonsense need to stop talking and read. They are working on it. I had same issues and my account for half has already been corrected and I have not lost a dollar only gained once it corrected. Only lost the chance to watch it go up and up. Shiba (SHIB),2021-05-10,neg,0.7000953555107117
1805,Crypto doge,2021-05-10,pos,0.530894935131073
1806,"Crypto withdrawal, doge",2021-05-10,neg,0.8102545738220215
1807,APP unable to purchase Shiba & all coins,2021-05-10,neg,0.9952364563941956
1808,hello what coins do i buy? I have brought doge coin and sold it back when it was high yesterday now i want to buy another coins,2021-05-10,neg,0.7852889895439148
1809,that is the way! I just ended up having 60mil shiba,2021-05-10,neg,0.7912057638168335
1810,What do you think about shiba,2021-05-10,pos,0.9608708620071411
1811,I want to topup 25M shiba,2021-05-10,neg,0.7504093050956726
1812,We want a tweet shiba,2021-05-10,pos,0.5263373851776123
1813,I can't login to sell my gain from shiba,2021-05-10,neg,0.8878133893013
1814,How can someone buy SHIB on Binance app,2021-05-10,neg,0.6684380173683167
1815,How do I buy shiba from India any app or website ?,2021-05-10,pos,0.6138362884521484
1816,Its shiba coin time,2021-05-10,pos,0.8777174353599548
1817,"Bought twice ShibaInu.
1st purchase coins has updated to my wallet but the 2nd purchase still no transaction history or purchase confirmation email.
So worry if my money gone just like that.
Should I email to support the lost transaction or just wait doing nothing?
Please reply. Tq",2021-05-10,neg,0.9998385906219482
1818,If I just bought shiba and the funds have come out of my account yet the transaction said - timed out and the balance remained the same will the correct balance appear once the issue is resolved?,2021-05-10,neg,0.9104308485984802
1819,Shib on binance to the moon,2021-05-10,neg,0.5452038049697876
1820,Just bought Shiba and my bank says the transaction went through but the vendor ie  hasn't claimed the payment so you are losing out on money ,2021-05-10,neg,0.9988841414451599
1821,Shiba 130% in 24h and i don't received the coin whyyy??????,2021-05-10,neg,0.9870253205299377
1822,I don't received the shiba and today up to 130%,2021-05-10,neg,0.994888961315155
1823,Hello I bought shib since Saturday and up till now it doesn't appear in my wallet but the money has been taken from my account. Please help its been 48 hours already,2021-05-10,neg,0.9788303971290588
1824,Is there a chance I will get my coins? I don't want a refund I just want my shiba,2021-05-10,neg,0.9831468462944031
1825,I received my shiba thank you i hope those delays wont repeat to much,2021-05-10,neg,0.9888926148414612
1826,Hello I bought shib on Saturday snd today and up till now it doesn't appear in my wallet but the money has been taken from my account. Please help,2021-05-10,neg,0.9420503377914429
1827,Hello I bought shib 1 hour ago and it doesn't appear in my wallet but the money has been taken from my account. and i can not contact the support on the app,2021-05-10,neg,0.9988435506820679
1828,Got out of Shiba. Rug pull ongoing nkw,2021-05-10,neg,0.8957873582839966
1829,"Hi I have Ben waiting for my money and dogecoins since Saturday, what is the problem",2021-05-10,neg,0.7642027735710144
1830,What is resolved? Still no trace of my SHIB purchased on Saturday!,2021-05-10,pos,0.7137930393218994
1831,Hi. Just brought 3mil SHIB and got the Timeout error. But my bank account it shows me the transaction and I've been charger for that. So what happens next because theres no customer service,2021-05-10,neg,0.9944303631782532
1832,Does Wazirx has shiba,2021-05-10,neg,0.9544549584388733
1833,38hrs still nothing no shibs. They said 48hr so still waiting,2021-05-10,neg,0.9324620962142944
1834,"Same here. Just purchased Shiba Worth 205 USD, i have been charged but nothing on my  wallet ? Please help",2021-05-10,neg,0.9433546662330627
1835,"Is anyone else's SHIB withdrawals taking ages? I've been waiting over an hour and a half. Admin, do you know what's happening?",2021-05-10,neg,0.9660187363624573
1836, you announced that everything works. Nothing works! I didn't get my shibas. The transfer can't be seen,2021-05-10,neg,0.7482813596725464
1837,Don't worry guys we will get out shibs when party is over and crypto can buy it at lower price,2021-05-10,pos,0.5896661877632141
1838,Stfu man. Keep buying your pyramid scheme shiba coin. All these problems started once they listed that pyramid scheme.,2021-05-10,neg,0.9777942299842834
1839,Take your $20 shiba coin purchase and stfu dude.,2021-05-10,neg,0.9692670702934265
1840,Cro has a long way to go and that is if their are not bankrupt by 2022....Shiba got most of us hurt ,2021-05-10,neg,0.7203772068023682
1841,"I hope I am wrong but here is my theory on SHIB transactions made on Saturday and not showing up 
1. The app was in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken (cards, bank accounts) but not used
4. Expect to receive a refund of your bank or card withdrawal
5. Profits ? All are lost for us !",2021-05-10,neg,0.9999558925628662
1842,Hi Guys.Instead of buying shiba you can try to buy  .Only 2.8 mil market cap and the potential is easy 100x. Do your own research about it.,2021-05-10,neg,0.6029842495918274
1843,Anyone knows anything about DOGE ?,2021-05-10,pos,0.7692848443984985
1844,"I have shiba and doge both
But I am asking
When will doge pump ?
Anyone knows anything about that?",2021-05-10,neg,0.7544552683830261
1845,"Here is my gut feeling for transactions made on Saturday and not showing up 
1. The app was already in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken (cards, bank accounts) but they could not complete the transactions 
4. Expect to receive a refund of your bank or card withdrawal
5. Profits ? All are lost for us !",2021-05-10,neg,0.9999411106109619
1846,Doge is dead now sad to say,2021-05-10,neg,0.9824618697166443
1847,Shib,2021-05-10,pos,0.765728771686554
1848,"Admins, when will Tron finally be listed ? ETH gas fees are insanely high and that is why many crypto exhanges support TRC20 transactions, but crypto com doesn't. I like your app and debit card integration, but having only ERC to withdraw crypto makes me wanna leave your platform. You list meme coins like Shiba, but not what makes sense rom technological perspective, which doesn't makes sense at all. Please deliver my feedback as customer to the corresponding department.",2021-05-10,neg,0.999588668346405
